LocName,LocatieLocalitate,LocatieDescriere
506. Pleşcoi,Pleşcoi BZ,Locul este cunoscut în principal datorită tradiţiei de a face un sortiment deosebit de cârnaţi - cârnaţii de Pleşcoi. Pentru a menţine tradiţia şi a promova localitatea se organizeaza anual Festivalul Cârnaţilor de Pleşcoi.
507. Poarta Zmeilor (M-ţii Trascău),Sălciua AB,Într-un peisaj sălbatic încărcat de legende cu uriași și zâne este cea mai veche peștera din munții Trascău lungime 125 m cu un portal (pod de piatră ) la 15 m de gura peșterii. Se găsesc aici numeroase stalactite și gururi. Calea de acces este amețitoare. Pe traseu se întilnește și cascada Sipote sus. Traseul este marcat.
508. Podul Bizetz – primul pod în curbă (unghi) din Europa (Giurgiu),Giurgiu GR,"Podul Bizetz – primul pod curbiliniu construit în Europa. Inaugurarea 
acestui pod a avut loc în anul 1905 destinaţia sa fiind de a lega oraşul de Portul Ramadan cu acces peste canalul Sf. Gheorghe. Constructorii săi au fost inginerii Anghel Saligny şi Ion Ionescu-Bizetz. Este primul pod rutier şi feroviar construit în curbă (frânt în plan orizontal) ceea ce a reprezentat la data respectivă o premieră tehnică în Europa. Această construcţie este monument istoric şi va rămâne deschis numai traficului pietonal în urma realizării unui pod nou."
509. Podul de la Cernavodă (proiectat de Anghel Saligni),Cernavodă CT,În anul 1885 ca de obicei când era vorba de mari lucrări inginerești publice guvernul român a organizat un concurs internațional pentru proiectul unui pod de cale ferată peste Dunăre la Cernavodă. Nemulțumită de ofertele prezentate de firme străine atât Comisia de adjudecare a ofertelor alcătuită din specialiști români și străini cât și Direcția generală a Căilor Ferate Române iau decizia de a încredința dificila lucrare inginerului român Anghel Saligny și colaboratorilor săi. Sistemul cuprinde două poduri principale cu deschideri între 140 și 190 metri și cu o înălțime liberă de 30 de metri precum și o serie de alte lucrări. Dintre numeroasele soluții absolut originale care au fost aplicate cu succes la realizarea podului de la Cernavodă vom aminti aici numai una: folosirea în premieră mondială la astfel de lucrări a oțelului moale – fapt ce a contribuit la durabilitatea acestei lucrări dovedită timp de 100 de ani.
510. Podul lui Dumnezeu,Ponoarele MH,Podul natural de la Ponoarele la graniţa dintre Mehedinţi şi Gorj. Este unicul pasaj natural rutier funcționabil la nivel național traversat de DJ 670 Baia de Aramă-Drobeta Turnu-Severin vestigiu al Peșterii Podului rezultat prin surparea tavanului acesteia. Este cel mai mare pod natural al țării și al doilea ca mărime din Europa (30 m lungime 13 m lățime 22 m înălțime și 9 m grosime) dar singurul pe care se poate circula.
511. Podul lui Traian,Drobeta Turnu Severin MH,A fost un pod construit de Apolodor din Damasc arhitectul Columnei între primăvara anului 103 și primăvara anului 105 pe Dunărea de Jos la est de Porțile de Fier în apropiere de orașul Drobeta-Turnu Severin. Scopul construcției a fost de a facilita transportul trupelor romane conduse de Traian și a proviziilor necesare celei de-a doua campanii miltare de cucerire a Daciei regelui Decebal. Piciorul podului roman se află în cadrul Muzeului din Drobeta Turnu Severin. La intrarea în Severin dinspre Orşova a fost făcută o machetă într-un sens giratoriu.
512. Podul natural de la Grohot,Bulzeştii de Sus HD,Podul natural de la Grohot este situat pe teritoriul satului Grohot comuna Bulzeştii de Sus judeţul Hunedoara în treimea superioară a Cheilor Uibăreşti pe valea Uibăreştilor. Aces loc a fost declarat monument al naturii şi este inclus într-o rezervaţie naturală de tip geologic de categoria a III-a cu o suprafaţă de 1 ha. Este protejat pentru a conserva elementele naturale specifice (podul natural propriu-zis) la care se adaugă și vegetația dezvoltată pe substrat calcaros cu numeroase elemente specifice zonei submediteraneene. Podul s-a format prin prăbuşirea în timp a tavanului unei vechi peşteri şi are o lungime totală de 45 de metri iar pe sub el curge Pârâul Grohot. În ţara noastră mai există o singură formaţiune asemănătoare în judeţul Mehedinţi fenomenul fiind o raritate naturală.
513. Poiana Mărului,Poiana Mărului CS,Poiana Marului este o statiune situata in judetul Caras Severin la 25 km distanta de orasul Otelu Rosu. Se bucura de o asezare pitoreasca in mijlocul padurilor de conifere si foioase de pe Muntele Mic Muntele Nedela si Varful Pietrii. La o altitudine de 500 m se afla subzona Poiana Marului. De aici pleacă trasee spre Retezat sau spre situl Natura 200 Ţarcu (cuprinde şi Muntele Mic)
514. Poiana Narciselor de la Zervești,Zerveşti CS,Poiana Narciselor de la Zervești este o rezervaţie natural de 30 de hectare loc unde narcisele de munte care cresc în număr foarte mare crează un spectacol floral minunat. Acest loc a dat idea unui eveniment și anume cel al Sărbătoririi Narciselor care reprezintă un prilej de bucurie și spectacol pentru tot Banatul Montan dar chiar și pentru cei din alte colţuri ale ţării. Ziua Narciselor a fost sărbătorită pentru prima dată în 1965 urmând o pauză de 10 ani după Revoluţia din 1989 fiind apoi reluată din 2000.
515. Poiana şi pârâul Zânelor,Sanț BN,"Complexul Turistic ""Poiana Zânelor"" este aşezat la poalele Munţilor Rodnei la graniţa dintre judetele Bistriţa-Năsăud Maramureş şi Suceava. Amplasarea este absolut unică complexul fiind aşezat in mijlocul unei paduri de molid şi înconjurat de un lanţ muntos. Complexul se află pe raza comunei Şanţ ultima aşezare pe Someş situată la o înalţime de 629 m. Numele comunei este dat de trecutul ei zbuciumat din timpurile când locuitorii din zonă săpau şanţuri de apărare împotriva năvălirii barbarilor. Satul a devenit celebru prin tabăra de cercetare sociologică organizată de Dimitrie Gusti care a întărit conştiinţa valorilor comunitare şi a folclorului Şomeşan. 
Din Poiana Zânelor sunt de parcurs doar 120 de kilometri pentru a ajunge la mănăstirile din Bucovina si 160 de kilometri până in Pasul Tihuţa locul încarcat de istorie şi legende transilvane care l-au inspirat pe Bram Stoker la scrierea romanului ""Dracula"". Cei care vor să viziteze Cimitirul Vesel din Săpânţa sau piaţa de ţesături de aici trebuie să ştie că au de parcurs doar 150 de kilometri din Poiana Zânelor. Complexul Turistic ""Poiana Zânelor"" poate organiza excursii la toate obiectivele enumerate mai sus cu microbuzele proprii. 
Împrejurimi: Vârful Ineu Munţii Suhardului Vf. Omului Lacul Lala Grădina Zânelor Pârâul Zânelor.
Trasee turistice: 
- trei trasee spre Vârful Omului (1935 m) marcate la standard internaţional"
516. Porţile de Fier 1,Orşova MH,Este cea mai mare hidrocentrală de pe fluviul Dunăre. Odată cu umplerea lacului de acumulare apa a crescut cu aproximativ 40 de metri şi Orşova a fost strămutată. Insula Ada Kaleh a fost acoperită de ape iar cetatea şi casele au fost mutate pe insula Şimian de lângă Drobeta. Este construită şi e în exploatare româno-sârbă. Este şi punct de trecere a frontierei cu Serbia.
"517. Puţul 1 al minei din Anina ",Anina CS,Cea mai veche exploatare minieră din ţară şi cea mai adâncă mină din Europa – 1107 metri adâncime
518. Râmetea / Rîmetea,Râmetea AB,Satul Râmetea a fost construit de minerii germani aduşi aici să extragă fier. Muntele Piatra Secuiului prin poziţia şi mărimea lui face ca timp de câteva săptămâni pe an din Râmetea să pară că soarele răsare de două ori. Traseul cruce albastră duce din sat (550m) până sus şi durează 15-2 ore iar priveliştea din vârf (1129m) este ameţitoare. De acolo se vede şi Castelul Colţeşti. Avem intrare separată pentru Piatra Secuiului.
519. Rânca,Novaci GJ,Staţiune montană din judeţul Gorj. Este împarţit administrativ în două; jumătatea vestică aparţine de oraşul Novaci iar cea estică de comuna Baia de Fier. În ultimii ani au răsărit sute de construcţii şi s-a format şi o mică staţiune de ski - se constuieşte o pârtie care urcă spre Varful Păpuşa (2135 m). Prin Rânca trece cea mai înaltă şosea din România TransAlpina; totodată locaţia este conectată cu trasee montane de Baia de Fier şi vârfurile din Munţii Parâng. Altitudinea aproximativă: 1600 m.
520. Râpa neagră,Mehadia CS,Din Baile Herculane se merge pe E 94 pana in Mehadia. Dupa iesirea din comuna pe partea stanga a soselei se gaseste rezervatia vis-a-vis de incinta fostei mine Mehadia pe malul drept al raului Bela Reca.
521. Râul Tur,Turulung SM,"Rezervaţia Naturală ”Râul Tur” este situată în partea de nord-vest a României de-a lungul cursului inferior al râului Tur dintre lacul de acumulare de la Călineşti Oaş şi graniţa de stat cu Ungaria şi Ucraina.

Renumită mai ales datorită mulţimii de specii de păsări. În zona de şes a Turului trăiesc 188 de specii de păsări.

Din punct de vedere cultural zona cuprinde castele vechi (castelul Vécsey la Livada şi castelul Perényi la Turulung) conace romantice (conacul Galgóczy la Micula) biserici din secolele XV-XVI.

Acces: în Ariile Naturale Protejate Râul Tur pot fi folosite următoarele drumuri publice: DN19 DN1C Dj109K Dj109L Dj 194 Dj194A Dj194B Dj197.
Pentru accesul pe cale ferată pot fi folosite: linia Satu Mare – Bixad şi linia Satu Mare – Halmeu."
522. Rezervația 12 Apostoli Călimani,Poiana Negrii SV,"Megalit aflat pe Valea Paltinu în Parcul Național Călimani la extremitatea nordică a culmii dintre Dorna  şi Neagra Şarului la capătul unui urcuş de 2-3 ore maxim. Punct de plecare: Gura Haitii pensiunea Perla Călimanilor sau mai bine spus Pensiunea lui Nea Traian.
De sarbatoarea celor 12 Apostoli (29 iunie) localnicii urca din zonele invecinate pentru a sarbatori “Mosii din Calimani” cu originea in stravechiul cult dacic al soarelui bradului si focului avand ca tema principala cultul mosilor si stramosilor.Poteca tematica 12 Apostoli din Parcul National Calimani a fost selectata printre cele mai frumoase 7 astfel de poteci din Romania."
523. Rezervaţia Bujorului,Vlad Ţepeş GR,Se merge spre Giurgiu; din Adunatii Copaceni este un indicator spre Manastirea Comana care arata sa o luati la stanga.   Dupa ce vizitati manastirea continuati drumul. La un moment dat o drumul asfaltat o ia la stanga intr-o intersectia destul de maricica si aerisita. Mergeti inainte si veti ajunge in satul Vlad Tepes unde se afla Parcul natural Comana cu Rezervatia stiintifica de bujor.
"524. Rezervaţia de stejari seculari de la Breite ",Sighişoara SB,"Se poate ajunge pe jos din Sighişoara din cartierul Corneşti pe dealul Visii (Himmelswiese) sau pe ""Groape"" din Cartierul Ana Ipătescu. Varianta a doua este pe DN 14 care leagă Sighişoara de Mediaş din punctul ""Hula Daneş"". Faci stânga la 4 km de Sighişoara acolo unde porneşte un drum forestier pe care vei merge 2 km până la platou."
525. Rezervaţia de zimbri de la Haţeg,Haţeg HD,Haţeg - Silvuţ este una dintre cele patru rezervaţii de zimbri din România după ce au fost reintroduşi în 1958 şi găzduiţi temporar la Hateţ primii doi zimbri aduşi din Polonia. Rezervaţia actuală este din 2003 când au fost aduși 15 zimbri din vestul Europei pentru care a fost amenajat un țarc cu o suprafață de 180 de hectare. În acest loc zimbrii trăiesc în semi-libertate. Accesul se face pe un drum direct din şoseaua Hateţ-Simeria imediat la ieşirea din Haţeg în vârful dealului apoi câţiva kilometri la stânga pri pădure.
526. Rezervaţia de zimbri Neagra,Bucşani DB,"""Zimbrăria Neagra ''din cadrul Ocolului silvic Bucşani în judeţul Dâmboviţa este situată la mai puţin de 80 de kilometri de Bucureşti  la 30 de kilometri de mun. Târgovişte si 35 Km fata de mun. Ploiesti.
În Rezervaţia Neagra Bucsani in luna mai 2010 exista un numar  de 35 de zimbri 16 masculi şi 19 femele ce trăiesc pe 162 de hectare de pădure. Toate cele 35 de animale au fost botezate cu nume care încep cu ""RO"".
La sfârşitul anului 2009 zimbrăria s-a îmbogăţit cu patru noi exemplare. Născut în iunie 1986 Rociu este cel mai vârstnic zimbru. Alţi zimbri poartă nume ca : Rococo Rotunda Rogojan Romario Roberta şi chiar ""Robokap"".
Zimbrăria Neagra s-a înfiinţat în 1983 cu scopul adaptării speciei în zona de câmpie a acestui animal. În 1983 au fost aduşi la Bucşani 18 zimbrii din ţară dar şi câteva exemplare din străinătate. "
527. Rezervaţia Naturală Balta Nera-Dunăre,Socol CS,La vărsarea Nerei în Dunăre se formează o deltă mică. Este lângă drumul DN57A.
528. Rezervaţia Naturală Râpa Roşie,Sebeş AB,La 3 km N de oraşul Sebeş pe drumul ce duce la satul Daia Romană. Rezervaţie geologică cu suprafaţa de 10 ha. Pereţii au înălţimi între 80 si 100 m. Apa a săpat pe un substrat variat (pietrişuri nisipuri cuarţoase gresii) forme ciudate: coloane turnuri piramide - toate de culoare roşiatică.
